repo_name,CommitCount,AuthorCount,DaysActive,TimezoneCount,NumberPRs,NumberIssues,BusFactorNumber,commitCentrality_Density,commitCentrality_Community Count,commitCentrality_NumberHighCentralityAuthors,PRParticipantsCount_mean,IssueParticipantCount_mean,IssueCommentsCount_mean,AuthorCommitCount_mean,AuthorActiveDays_mean,commitCentrality_Centrality_mean,lone_wolf,radio_silence,org_silo,total_code_smells,total_design_smells,total_impl_smells,God_Class,Feature_Envy,Long_Method,Complex_Method,Long_Parameter_List,Magic_Number,Duplicate_Code,Unutilized_Abstraction,Deficient_Encapsulation
Aspose.HTML-for-Java,37,13,2980,4,8.0,1.0,1.0,0.0897435897435897,7.0,0.0,1.5,2.0,1.0,2.8461538461538463,66.46153846153847,0.0897435897435897,1,0,1,514,156,358,0,0,0,1,1,283,0,144,5
Aspose.PDF-for-Java,301,37,4542,7,28.0,36.0,1.0,0.0765765765765765,12.0,0.0,1.6071428571428572,2.2777777777777777,2.583333333333333,8.135135135135135,167.6216216216216,0.0765765765765765,1,0,1,1093,253,840,0,0,2,6,4,634,0,172,12
Aspose.Slides-for-Java,466,31,4712,4,22.0,10.0,1.0,0.1096774193548387,6.0,0.0,1.818181818181818,2.4,3.4,15.03225806451613,231.6451612903226,0.1096774193548387,1,0,1,3385,593,2792,0,0,3,13,4,2367,0,540,16
Aspose.Tasks-for-Java,123,26,4090,4,17.0,,,0.0738461538461538,10.0,0.0,1.7647058823529411,,,4.730769230769231,184.53846153846155,0.0738461538461538,0,0,1,762,137,625,0,0,1,5,3,465,0,109,10
Aspose.Words-for-Java,864,36,5045,7,40.0,75.0,1.0,0.1507936507936507,5.0,0.0,1.775,2.36,4.133333333333334,24.0,430.6666666666667,0.1507936507936507,1,0,1,13093,1136,11957,0,0,3,56,73,8500,0,630,155
amazon-kinesis-analytics-beam-taxi-consumer,83,9,1588,6,22.0,2.0,0.6666666666666666,0.2777777777777778,2.0,2.0,1.0,2.0,1.5,9.22222222222222,286.8888888888889,0.2777777777777778,0,0,0,29,11,18,0,0,0,0,0,4,0,6,5
amazon-kinesis-analytics-streaming-etl,77,8,1310,5,23.0,3.0,0.8333333333333334,0.25,3.0,1.0,0.7391304347826086,1.0,0.3333333333333333,9.625,313.75,0.25,0,0,1,17,1,16,0,0,0,1,0,0,0,1,0
amazon-kinesis-data-analytics-flink-benchmarking-utility,14,7,1062,5,3.0,1.0,1.0,0.1428571428571428,4.0,0.0,1.3333333333333333,1.0,0.0,2.0,61.285714285714285,0.1428571428571428,1,0,1,33,4,29,0,0,0,0,4,8,0,2,0
amazon-translate-pdf,37,6,1036,4,10.0,,,0.3333333333333333,3.0,1.0,1.1,,,6.166666666666667,188.0,0.3333333333333333,0,0,0,25,4,21,0,0,0,0,2,11,0,2,1
aws-amplify-example-recipe-app-react-native,57,6,875,6,23.0,,,0.5333333333333333,2.0,4.0,0.8695652173913043,,,9.5,272.8333333333333,0.5333333333333334,0,0,0,3,2,1,0,0,0,0,0,0,0,2,0
aws-athena-udfs-textanalytics,74,8,1103,6,22.0,1.0,0.75,0.3214285714285714,3.0,1.0,0.8181818181818182,2.0,2.0,9.25,190.375,0.3214285714285714,0,0,0,78,2,76,0,0,0,3,1,24,0,0,1
aws-cognito-java-desktop-app,39,15,2368,7,7.0,10.0,0.9047619047619048,0.3142857142857143,5.0,2.0,1.7142857142857142,2.4,2.3,2.6,211.2,0.3142857142857143,1,0,0,166,6,160,0,0,0,1,0,141,0,0,0
clickstream-consumer-for-apache-kafka,46,9,1812,6,26.0,,,0.3055555555555556,3.0,2.0,1.0384615384615383,,,5.111111111111111,443.1111111111111,0.3055555555555556,0,0,0,205,13,192,0,0,0,8,1,164,0,3,1
clickstream-producer-for-apache-kafka,57,11,1823,7,26.0,2.0,0.7777777777777778,0.2727272727272727,4.0,2.0,1.0769230769230769,1.5,1.5,5.181818181818182,379.8181818181818,0.2727272727272727,0,0,1,259,11,248,0,0,0,12,3,187,0,2,1
data-engineering-for-aws-immersion-day,119,11,2301,6,31.0,13.0,0.9545454545454546,0.2909090909090909,3.0,1.0,1.7096774193548387,2.1538461538461537,1.8461538461538465,10.818181818181818,409.1818181818182,0.2909090909090909,1,0,1,17,5,12,0,0,0,0,1,5,0,2,1
integration-sample-lambda-msk,43,10,1734,6,20.0,2.0,1.0,0.2,3.0,0.0,1.2,2.0,1.5,4.3,194.6,0.1999999999999999,1,0,1,22,1,21,0,0,0,0,0,12,0,1,0
reactive-refarch-cloudformation,130,8,2370,5,23.0,2.0,0.5,0.4642857142857143,3.0,4.0,1.3478260869565215,2.0,2.5,16.25,549.25,0.4642857142857142,0,0,0,26,8,18,0,0,0,0,1,9,0,5,1
java-demoapp,39,1,620,2,2.0,1.0,0.75,0.0,1.0,1.0,2.0,1.0,0.0,39.0,621.0,1.0,0,0,0,23,10,13,0,0,0,0,0,6,0,10,0
upacademyJavaStarterExamples,23,2,46,1,,,,1.0,1.0,2.0,,,,11.5,35.0,1.0,0,1,0,366,216,150,0,0,0,6,4,128,0,157,12
cleanarch,8,2,339,2,1.0,3.0,0.6,1.0,1.0,2.0,2.0,2.0,1.3333333333333333,4.0,170.5,1.0,0,0,0,81,37,44,0,0,0,0,3,15,0,35,0
Java-Learning,87,3,2160,2,14.0,8.0,0.9473684210526316,0.6666666666666666,1.0,1.0,1.5714285714285714,2.0,1.75,29.0,725.3333333333334,0.6666666666666666,1,0,0,6,1,5,0,0,0,0,0,4,0,1,0
JavaSampleCodeIS2104,1,1,0,1,,,,,,,,,,1.0,1.0,,0,1,0,130,52,78,0,0,0,2,0,71,0,52,0
java-tensorflow-samples,29,1,29,1,,,,0.0,1.0,1.0,,,,29.0,30.0,1.0,0,1,0,113,19,94,0,0,0,2,0,79,0,16,1
azurejava,2,2,0,1,,,,,,,,,,1.0,1.0,,0,1,0,3,2,1,0,0,0,0,0,0,0,2,0
java-code-demo,42,3,420,1,1.0,1.0,-0.5,1.0,1.0,3.0,0.0,2.0,1.0,14.0,141.0,1.0,0,0,0,52,14,38,0,0,0,0,0,28,0,13,0
olami-nlu-samples-java,2,1,0,1,,,,,,,,,,2.0,1.0,,0,1,0,296,19,277,0,0,2,9,3,225,0,5,6
htm.java-examples,58,5,388,5,,,,0.5,2.0,1.0,,,,11.6,89.8,0.5,0,1,0,344,16,328,0,0,0,6,4,297,0,10,1
OpenPgp-BounceCastle-Example,6,2,1166,2,1.0,6.0,0.75,1.0,1.0,2.0,1.0,1.6666666666666667,1.0,3.0,584.0,1.0,0,0,0,16,1,15,0,0,0,1,3,2,0,1,0
pe-solutions-in-java,24,2,87,2,4.0,,,1.0,1.0,2.0,2.0,,,12.0,48.0,1.0,0,0,0,50,5,45,0,0,0,0,0,44,0,4,0
gs-testing-web,3,2,0,1,,,,,,,,,,1.5,1.0,,0,1,0,9,8,1,0,0,0,0,0,0,0,8,0
Dr.Know,18,2,2,1,,,,1.0,1.0,2.0,,,,9.0,2.0,1.0,0,1,0,7,2,5,0,0,0,0,0,3,0,2,0
CoreJava,17,2,1184,1,,3.0,,1.0,1.0,2.0,,1.0,0.0,8.5,644.5,1.0,0,0,0,700,136,564,0,0,3,14,0,498,0,119,1
testcontainers.testcontainers-java-examples,32,6,940,8,9.0,5.0,0.9090909090909092,0.4,3.0,1.0,2.0,1.4,2.4,5.333333333333333,208.83333333333331,0.4,1,0,0,44,25,19,0,0,0,0,0,14,0,12,9
Java-Tutorial,151,5,2588,2,29.0,10.0,0.9285714285714286,0.4,1.0,1.0,0.4137931034482758,1.6,0.9,30.2,518.6,0.4,1,0,0,19,3,16,0,0,0,2,0,14,0,3,0
javademos,117,2,1405,3,1.0,,,1.0,1.0,2.0,2.0,,,58.5,703.5,1.0,0,0,0,95,35,60,0,0,0,0,1,57,0,31,0
basyx-java-examples,281,16,860,3,209.0,7.0,0.8333333333333334,0.35,3.0,3.0,0.9952153110047848,2.142857142857143,3.4285714285714284,17.5625,171.875,0.35,0,0,0,597,261,336,0,0,0,2,47,88,0,189,32
weatherApp,1,1,0,1,,,,,,,,,,1.0,1.0,,0,1,0,25,5,20,0,0,0,1,1,16,0,4,1
item-manager,4,1,90,2,,,,0.0,1.0,1.0,,,,4.0,91.0,1.0,0,1,0,7,4,3,0,0,0,0,0,3,0,3,0
elasticsearch,60912,1842,4252,26,,,,,,,,,,33.068403908794785,191.74049945711184,,0,1,0,19,6,13,0,0,0,0,0,7,0,4,0
on_the_road_java,43,1,248,2,,,,0.0,1.0,1.0,,,,43.0,249.0,1.0,0,1,0,146,89,57,0,0,0,0,0,51,0,66,12
cqrs-lottery,18,1,29,1,,,,0.0,1.0,1.0,,,,18.0,30.0,1.0,0,1,0,202,97,105,0,0,0,0,4,32,0,54,7
RxJavaDemoApplication,5,1,147,1,,,,0.0,1.0,1.0,,,,5.0,148.0,1.0,0,1,0,112,27,85,0,0,0,1,3,64,0,9,15
java-tuto-1,18,2,490,2,,,,1.0,1.0,2.0,,,,9.0,251.5,1.0,0,1,0,103,38,65,0,0,0,0,0,58,0,38,0
spark-cassandra-java-example,5,2,19,1,,1.0,,1.0,1.0,2.0,,1.0,0.0,2.5,10.5,1.0,0,0,0,32,1,31,0,0,0,0,0,23,0,0,0
solent2Public,733,7,1181,2,29.0,12.0,0.1666666666666666,0.7142857142857143,1.0,5.0,1.0344827586206895,1.0,0.0,104.71428571428572,499.57142857142856,0.7142857142857143,0,0,0,3711,1908,1803,0,0,3,80,41,1229,0,1683,111
bazel-java,52,2,2755,2,1.0,1.0,0.3333333333333333,1.0,1.0,2.0,1.0,2.0,3.0,26.0,1378.5,1.0,0,0,0,33,18,15,0,0,0,0,0,11,0,12,5
java-hospital-patients-registry,13,2,91,1,,,,1.0,1.0,2.0,,,,6.5,46.5,1.0,0,1,0,10,5,5,0,0,0,0,0,4,0,3,1
tutorial,208,4,1670,2,15.0,1.0,-0.5,0.6666666666666666,1.0,3.0,0.8,2.0,29.0,52.0,967.75,0.6666666666666666,0,0,0,53,39,14,0,0,0,0,2,6,0,38,0
